AC#,Artist,Title,Date,Medium,Dimensions,Category,,,,,
100389,"HANSEN, Thor",Beaver,1958,ceramics,"22.4 x 23.1 x 4 cm / 8 7/8"" x 9 1/8"" x 1 1/2""",ceramic,,,,,
100391,"HANSEN, Thor",Bird,1958,ceramics,"22.9 x 22.5 x 3.8 cm / 9"" x 8 7/8"" x 1 1/2""",ceramic,,,,,
100393,"HANSEN, Thor",Georgian Bay Quilt,1949,textile,"123.2 x 72.5 cm / 48 1/2"" x 28 1/2""",textile,,,,,
100394,"HANSEN, Thor",Golden Fantasy [Canadiana Copperware Plate],1967,metal,"27.3 cm / 10 3/4"" dia.",sculpture,,,,,
100388,"HANSEN, Thor",Thunderbird,1958,ceramics,"23 x 23.2 x 4 cm / 9"" x 9 1/8"" x 1 1/2""",ceramic,,,,,
100390,"HANSEN, Thor",Whale,1958,ceramics,"22.8 x 22.5 x 4 cm / 9"" x 8 7/8"" x 1 1/2"" ",ceramic,,,,,
100443,"HARDING TUCKER, Diana",Father and Son,2005,mixed media,"71.1 x 86.4 cm / 28"" x 34""",mixed media,,,,,
101079,"HARDING TUCKER, Diana","Reflection, Harbourfront, Toronto, Ontario",n.d.,colour photograph,"59.6 x 46.9 cm / 23 1/2"" x 18 1/2""; frame: 76.2 x 86.9 cm / 30"" x 34 1/4""",photograph,,,,,
625899,"HARDY, Paul",Nef [ship model],1927,nickel,"106.7 x 94 x 38.1 cm / 42"" x 37"" x 15""",sculpture,,,,,
633762,"HARJU, Liisa",Untitled [maquette],c. 1983,mixed media,"sight: 45.1 x 76.2 cm / 17 3/4"" x 30""; image: 26 x 61 cm / 10 1/4"" x 24""",mixed media,,,,,
622121-02,"HARLANDER, Susanne Michel","Continuity [maquette, part 2 of 2]",c. 1978,ceramics,"41.3 x 41.3 x 20.3 cm / 16 1/4"" x 16 1/4"" x 8""",ceramic,,,,,
619767,"HARMAN, John Kenneth",Mother and Child,1968,bronze,"182.9 x 152.4 x 91.4 cm / 72"" x 60"" x 36""",sculpture,,,,,
619696,"HARMAN, John Kenneth",Mother and Child [maquette],c. 1966,bronze,"13.2 x 13.2 x 13 cm / 5 3/16"" x 5 3/16"" x 5 1/8""",sculpture,,,,,
693134,"HARRIS, Robert","Hon. Sir Alexander Campbell, PC, KCMG, QC [Lieutenant Governor of Ontario, 1887-92]",c. 1889,oil on canvas,"124.5 x 99.1 cm / 49"" x 39""",portrait,,,,,
605041,"HARRIS, Robert","Hon. Sir Oliver Mowat, GCMG, KC, LL D [Premier, Lieutenant Governor of Ontario; 1872-1903]",1892,oil on canvas,"231.8 x 160 cm / 91 1/4"" x 36""",portrait,,,,,
637059,"HART, K.M.",Untitled,n.d.,oil on canvasboard,"45.7 x 61.6 cm / 18"" x 24 1/4""; frame: 59.7 x 74.9 cm / 23 1/2"" x 29 1/2""",painting,,,,,
101298,"HARTMAN, John",Looking North from Above Cunningham's Channel,2014,oil on linen,"91.4 x 152.4 cm / 36"" x 60""",painting,,,,,
661786,"HARTMAN, John",Lynde Creek Mouth & Oriental Lily,1996,oil on linen,"243.8 x 182.9 cm / 96"" x 72"" each; 243.8 x 548.6 cm / 96"" x 216"" overall",painting,,,,,
661766-01,"HARTMAN, John","Untitled [maquette, part 1 of 2]",1995,acrylic on board,"frame: 165 x 76.2 cm / 65"" x 30"" (frame integral part of work)",painting,,,,,
661766-02,"HARTMAN, John","Untitled [maquette, part 2 of 2]",1995,acrylic on paper,"74.3 x 30 cm / 29 1/4"" x 11 13/16""; frame (by artist): 94.5 x 48.5 cm / 37 1/4"" x 19 1/8""",work on paper,,,,,
101299,"HARVEY, Brian",Corner Store,2014,oil on panel,"76.2 x 76.2 cm / 30"" x 30""; frame: 81 x 81 cm / 32"" x 32""",painting,,,,,
101046,"HARVEY, Brian","Factory, Lower Don River",2011,oil on panel,"36"" x 46"" / 14 3/16"" x 18 1/8""",painting,,,,,
101047,"HARVEY, Brian",The Banks of the Humber,2011,oil on panel,"48"" x 36"" / 18 7/8"" x 14 3/16""",painting,,,,,
101300,"HARVEY, Brian",Wandering in the West End #1,2014,oil on panel,"91.4 x 121.9 cm / 36"" x 48""; frame: 97 x 127 cm / 38"" x 50""",painting,,,,,
640733-01,"HASSAN, Jamelie","Untitled [maquette, part 1 of 2]",1986,ceramics,"33 x 25.5 cm / 13"" x 10""",ceramic,,,,,
640733-02,"HASSAN, Jamelie","Untitled [maquette, part 2 of 2]",1986,graphite on paper,"63.5 x 76.5 cm / 25"" x 30 1/8""",work on paper,,,,,
100021,"HASSAN, Jamelie",Untitled [maquette],n.d.,mixed media,"50.8 x 50.8 cm / 20"" x 20""",mixed media,,,,,
642651,"HASSAN, Jamelie",Water Communication,c. 1986,ceramics,"153 x 312 cm / 60 1/4"" x 122 7/8""",ceramic,,,,,
661661,"HAVILAND, Roberta",Barn near Magnetawan,n.d.,watercolour on paper,"sight: 52 x 73.5 cm / 20 1/2"" x 29""; frame: 72 x 92 cm / 28 3/8"" x 36 1/4""",work on paper,,,,,
661660,"HAVILAND, Roberta",Cobalt Houses,n.d.,pastel on paper,"sight: 48 x 36.5 cm / 18 7/8"" x 14 3/8""; frame: 72 x 56.5 cm / 28 3/8"" x 22 1/4""",work on paper,,,,,
661659,"HAVILAND, Roberta","Town Mine, Cobalt",n.d.,pastel on paper,"sight: 48 x 35 cm / 18 7/8"" x 13 13/16""; frame: 72 x 56.5 cm / 28 3/8"" x 22 1/4""",work on paper,,,,,
661776,"HAXBY, Francis J.","Sir Adam Beck, 1926 [Chair, Hydro Electric Commission of Ontario, 1906-1925]",1926,oil on canvas,"92.7 x 67 cm / 36 1/2"" x 26 3/8""; frame: 105.4 x 130.8 cm / 41 1/2"" x 51 1/2""",portrait,,,,,
658564,"HAY, David W.",Cedar Rail Fence,n.d.,photograph,"40.6 x 61 cm / 16"" x 24""",photograph,,,,,
658565,"HAY, David W.",Winter Road,n.d.,photograph,"40.6 x 61 cm / 16"" x 24""",photograph,,,,,
658569,"HAYNES, John",August Turmoil [diptych],n.d.,acrylic on canvas,"60 x 69.9 cm / 23 5/8"" x 27 1/2"" each",painting,,,,,
658566,"HAYNES, John",Fantasy Life: The Joker,n.d.,mixed media,"90.2 x 90.2 cm / 35 1/2"" x 35 1/2""",mixed media,,,,,
661735,"HAYNES, John",Production with Red Interior [diptych],1991,acrylic on canvas,"91.5 x 91.5 cm / 36"" x 36"" each; frame: 92 x 92 cm / 36 1/4"" x 36 1/4"" each",painting,,,,,
632619,"HAYWARD-BAIRD, Lynda",Untitled,1983,textile,"2 panels: 182.9 x 121.9 cm / 72"" x 48"" each",textile,,,,,
692623,"HAZARD, Arthur Merton","Not Unto Death, But Life Everlasting",1918,oil on canvas,"sight: 195.5 x 139.7 cm / 77"" x 55""; frame: 221 x 165 cm / 87"" x 65""",painting,,,,,
619887,"HEBERT, Louis-Philippe","Sir George-Etienne Cartier, Bart. [Joint Prime Minister of the Province of Canada, 1857-62]",n.d.,plaster,"74.9 x 27.9 x 17.8 cm / 29 1/2"" x 11"" x 7""",bust,,,,,
619892,"HEBERT, Louis-Philippe","The Rt. Hon Sir John Alexander Macdonald, PC, GCB, QC, DCL, LL D [Prime Minister of Canada, 1867-73; 1878-91]",n.d.,plaster,"73.7 x 30.5 x 22.9 cm / 29"" x 12"" x 9""",bust,,,,,
101045,"HELBIG, Louis",Stelco Steel Mill One,2011,print,101.6 x 152.4 cm / 40? x 60?,work on paper,,,,,
623349,"HELLER, Ursula","Untitled [maquette, 2 parts]",c. 1979,mixed media,"a) 100 x 200 cm / 39 3/8"" x 78 3/4""; b) 43.8 x 43.8 cm / 17 1/4"" x 17 1/4""",mixed media,,,,,
619815,"HEMING, Arthur Henry Howard",Mackenzie Crossing the Rockies,1932,oil on canvas,"81.3 x 122 cm / 32"" x 48""",painting,,,,,
619868,"HEMING, Arthur Henry Howard",The Whiskey Smuggler,1931,oil on canvas,"sight: 74.5 x 100.4 cm / 29 5/16"" x 39 1/2""; frame: 96.8 x 122.5 cm / 38 1/8"" x 48 1/4""",painting,,,,,
101334,"HENDERSHOT, Janet",Marshland No. 4,2015,mixed media,"121.9 x 91.4 cm / 48"" x 36""",mixed media,,,,,
101080,"HENDERSHOT, Janet",Marshland No. 8,2009,acrylic on canvas,"76.2 x 127 cm / 30"" x 50""; frame: 80 x 130 cm / 31 1/2"" x 51 1/2""",painting,,,,,
100424,"HENDERSHOT, Janet",Purple Evening,2004,acrylic on canvas,"81.3 x 106.4 cm / 32"" x 41 7/8""; frame: 85 x 110.2 cm / 33 1/2"" x 43 3/8""",painting,,,,,
100351,"HENDERSHOT, Janet",Red Hills,2004,acrylic on canvas,"106.6 x 132 cm / 42"" x 52""",painting,,,,,
101161,"HERRERA, Jowenne",A Dance of Thoughts 1,2013,mixed media,"129.5 x 41.9 cm / 51"" x 16.5""",mixed media,,,,,
101162,"HERRERA, Jowenne",A Dance of Thoughts 2,2013,mixed media,"129.5 x 41.9 cm / 51"" x 16.5""",mixed media,,,,,
101081,"HESSE, Robin",Dark Sky Moon,2010,charcoal on paper,"70 x 70 cm / 27"" x 27""; frame: 45.7 x 45.7 cm / 18"" x 18""",work on paper,,,,,
632620,"HICKOX, April Ann",Buckets  AP,1982,photograph,"sight: 55.9 x 76.2 cm / 22"" x 30""; image: 33.7 x 48.9 cm / 13 1/4"" x 19 1/4""",photograph,,,,,
632621,"HICKOX, April Ann",Watering Cans  2/7,1982,mixed media,"sight: 55.9 x 105.4 cm / 22"" x 41 1/2""; image: 26.7 x 74.9 cm / 10 1/2"" x 29 1/2""",mixed media,,,,,
619888,"HILL, George W.","Sir George-Etienne Cartier, Bart. [Joint Prime Minister of the Province of Canada, 1857-62]",n.d.,bronze,"27.9 x 20.3 x 12.7 cm / 11"" x 8"" x 5""",bust,,,,,
632622,"HILTON-MOORE, Marlene","Seated Man V - ""The Warrior""",1981,oil on canvas,"121.9 x 91.4 cm / 48"" x 36"" (see master card/book for complete inscription)",painting,,,,,
658570,"HIRANO, Rose",Downtown Sentinels,1991,watercolour on paper,"45.7 x 72.4 cm / 18"" x 28 1/2""",work on paper,,,,,
658571,"HIRANO, Rose",Nasturtiums,1990,watercolour on paper,"35.9 x 53.7 cm / 14 1/8"" x 21 1/8""",work on paper,,,,,
661787,"HLYNSKY, David","Lightning Quick, Quiveringly Still",1996,mixed media,"250 x 570 cm / 98 7/16"" x 224 7/16""",mixed media,,,,,
661795,"HLYNSKY, David",Untitled [maquette],n.d.,mixed media,"68 x 50.8 x 15.3 cm / 26 3/4"" x 20"" x 6""",mixed media,,,,,
619870,"HOCH, James",Woodland Path,n.d.,watercolour on paper,"28.6 x 39.4 cm / 11 1/4"" x 15 1/2""",work on paper,,,,,
101351,"HODGINS, Byron",Ice Flow,2015,oil on canvas,"109.2 x 137.1 cm / 43"" x 54""",painting,,,,,
101352,"HODGINS, Byron",Sticks and Stones,2015,oil on canvas,"109.2 x 137.1 cm / 43"" x 54""",painting,,,,,
640578,"HODGSON, Barry",Flowers and Grasses 13/25,1982,serigraph,"sight: 73 x 89.5 cm / 28 3/4"" x 35 1/4""; image: 51 x 69 cm / 20"" x 27 1/8""",work on paper,,,,,
640579,"HODGSON, Barrry",Sumach  13/30,1980,serigraph,"sight: 73 x 90 cm / 28 3/4"" x 35 7/16""; image: 51 x 69 cm / 20 1/8"" x 27 1/8""",work on paper,,,,,
632651,"HODGSON, Barry",Sumach  26/30,1982,serigraph,"sight: 48.3 x 66 cm / 19"" x 26""; image: 45.7 x 63.5 cm / 18"" x 25""",work on paper,,,,,
630153,"HODGSON, John Joseph Trevor",Kite 2,c. 1981,acrylic on masonite,"121.9 x 92.7 cm / 48"" x 36 1/2""",painting,,,,,
101163,"HOFFER, Peter",Estate,2012,oil on board,"101.6 x 182.8 cm / 40"" x 72""",painting,,,,,
625798,"HOFFMANN, Andrea",Freeway Madness,n.d.,photograph,"33 x 49.5 cm / 13"" x 19 1/2""",photograph,,,,,
625799,"HOFFMANN, Andrea",Sleepy Hollow,n.d.,photograph,"33 x 49.5 cm / 13"" x 19 1/2""",photograph,,,,,
619988,"HOFSTETTER, John",Flow Thru  2/14,1975,photograph,"sight: 50.2 x 31.1 cm / 19 3/4"" x 12 1/4""; image: 47 x 29.2 cm / 18 1/2"" x 11 1/2""",photograph,,,,,
624992,"HOGBIN, Stephen James",Binary Spirit,1979-1980,poplar & walnut,"335.3 x 462.3 cm / 132"" x 182"" each section",sculpture,,,,,
623350,"HOGBIN, Stephen James",Binary Spirit [maquette],c. 1979,wood,"84.5 x 163.2 x 21.6 cm / 33 1/4"" x 64 1/4"" x 8 1/2""",sculpture,,,,,
658464,"HOGBIN, Stephen James","Interplay [maquette, 2 parts]",1991,mixed media,"[1] 19.7 x 62.2 x 51.4 cm / 7 3/4"" x 24 1/2"" x 20 1/4""; [2] 40 x 21.6 x 12 cm / 15 3/4"" x 8 1/2"" x 4 3/4""",mixed media,,,,,
623852,"HOIDYSSAK, Willi",Untitled,n.d.,acrylic on masonite,"60.3 x 75.5 cm / 23 3/4"" x 29 3/4""",painting,,,,,
632972,"HOLBROOK, Elizabeth Bradford","Hon. Ellen Louks Fairclough, PC, OC, FCA, LL D, UE [Secty of State, Min Cit & Immig, Postmaster Gen. 1958-63]",n.d.,bronze,"bust: 34.3 x 20.3 x 27.3 cm / 13 1/2"" x 8"" x 10 3/4""; base: 12.7 x 17.8 x 22.2 cm / 5"" x 7"" x 8 3/4""",bust,,,,,
661626,"HOLDEN, Edythe","Rock, Water and Lilies",n.d.,acrylic on canvas,"sight: 90.5 x 120.5 cm / 35 5/8"" x 47 7/16""; frame: 91.5 x 122 cm / 36"" x 48""",painting,,,,,
634454,"HOLMAN, Donald (Don)",Serpent's Coil / Southern Ontario  11/20,n.d.,acrylic on board,"106.7 x 71.2 cm / 42"" x 28""; frame: 132 x 94 cm / 52"" x 37""",painting,,,,,
100403,"HOLMES, Thrush",Natural History,2006,mixed media,"152.1 cm / 59 7/8"" dia. (circular)",mixed media,,,,,
661768,"HONIGAN, Paul",The Apple of My Eye  38/45,n.d.,lithograph,"62.3 x 47.6 cm / 24 1/2"" x 18 3/4""",work on paper,,,,,
635336,"HOOK, Douglas",Untitled,n.d.,watercolour on paper,"36.2 x 51.4 cm / 14 1/4"" x 20 1/4""",work on paper,,,,,
637749,"HORNE, Cleeve","Captain (N) Hon. John Black Aird, OC, QC, BA, LL D, D Litt S [Lieutenant Governor of Ontario, 1980-85]",c. 1984,oil on canvas,"119.4 x 101.6 cm / 47"" x 40""; frame: 149.3 x 123.7 cm / 58 13/16"" x 48 11/16""",portrait,,,,,
619719,"HORNE, Cleeve","Hon. Frederick McIntosh Cass, QC [Speaker of the Ontario Legislature, 1968-71]",c. 1971,oil on canvas,"133.4 x 104.1 cm / 52 1/2"" x 41""; frame: 158 x 129 cm / 62 1/4"" x 50 3/4""",portrait,,,,,
638358,"HORNE, Cleeve",Hon. John Melville Turner [Speaker of the Ontario Legislature 1981-1985],c. 1984,oil on canvas,"131.4 x 102.2 cm / 51 3/4"" x 40 1/4""; frame: 151 x 122 cm / 59 7/16"" x 48""",portrait,,,,,
605037,"HORNE, Cleeve","Hon. Mitchell Frederick Hepburn [Premier of Ontario, 1934-42]",1957,oil on canvas,"sight: 113.8 x 87.1 cm / 44 3/4"" x 34 1/4""; frame: 140 x 113 cm / 55"" x 44 1/2""",portrait,,,,,
625814,"HORNE, Cleeve","Hon. Pauline M. McGibbon, OC, LL D, DU, DHumL, BAA (Theatre), Hon FRCPS (C) [Lieutenant Governor of Ontario, 1974-80]",1978,oil on canvas,"119.4 x 101.6 cm / 47"" x 40""; frame: 137.2 x 120.6 cm / 54"" x 47 1/2""",portrait,,,,,
619866,"HORNE, Cleeve","Hon. William Earl Rowe, PC, LL D, DScSoc [Lieutenant Governor of Ontario, 1963-68]",1969,oil on canvas,"116.8 x 96.5 cm / 46"" x 38""",portrait,,,,,
622689,"HORNE, Cleeve","Vanamber Kenneth Greer, LL D [Chief Inspector of Public & Separate Schools of Ontario, 1925-44]",1940,oil on canvas,"83.8 x 68.6 cm / 33"" x 27""",portrait,,,,,
661676,"HORNER, Lee",Morning in the Coop,1989,acrylic on paper,"sight: 101.5 x 66 cm / 40"" x 26""; frame: 122.5 x 82.5 cm / 48 1/4"" x 32 1/2""",work on paper,,,,,
661736,"HORNER, Lee",Untitled [triptych],1992,mixed media,"sight: 86 x 66 cm / 33 7/8"" x 26"" each; frame: 102 x 82 cm / 40 1/8"" x 32 1/4"" each",mixed media,,,,,
101082,"HORTON, Heather","Jade, Waiting",2008,oil on wood panel,"61.2 x 61.2 cm / 24"" x 24""",painting,,,,,
100169,"HOULDIAC, Richard","Hon. Richard W. Reville [Judge of County Court of the County of Brant, 1958-71]",n.d.,colour photograph,"102 x 76.5 cm / 40 1/8"" x 30 1/8""",portrait,,,,,
101301,"HOULE, Robert",Eagle Staff,2011,oil on canvas,"91.4 x 61 cm / 36"" x 24""; frame: 97 x 67 cm / 38 1/4"" x 26 1/4""",painting,,,,,
661619,"HOULE, Robert",Kanata [maquette],n.d.,acrylic on canvas,"4 panels: 35.5 x 45 cm / 14"" x 17 3/4"" each; mounted in plexi box: 54 x 171 cm / 21 1/4"" x 67 5/16""",painting,,,,,
619766,"HOUSTOUN, Donald Mackay",Pre-Cambrian Landscape,1968,acrylic on canvas,"261.6 x 502.9 cm / 103"" x 198""",painting,,,,,
632652,"HOWARD, Barbara",Ash Grove  PP 2/3,1981,serigraph,"sight: 47.6 x 65.7 cm / 18 3/4"" x 25 7/8""; image: 45.7 x 63.5 cm / 18"" x 25""",work on paper,,,,,
632653,"HOWARD, Barbara",Spring Island  PP 2/3,1981,serigraph,"sight: 47.6 x 65.7 cm / 18 3/4"" x 25 7/8""; image: 45.7 x 63.5 cm / 18"" x 25""",work on paper,,,,,
640723,"HOWORTH, E.J. (Ted)",David keeps in touch  B.A.T.,1986,serigraph,"30.5 x 40 cm / 12"" x 15 3/4""",work on paper,,,,,
632623,"HOWORTH, E.J. (Ted)",Park Lady  AP,1982,serigraph,"sight: 50.2 x 73.7 cm / 19 3/4"" x 29""; image: 48.3 x 71.1 cm / 19"" x 28""",work on paper,,,,,
101083,"HOYANO, Warren",Wind Through Pines 2,2006,watercolour on paper,"76.2 x 55.8 cm / 30"" x 22""",work on paper,,,,,
661667,"HUFF, Eleanor",The Woods are Silent,n.d.,watercolour on paper,"sight: 55 x 73 cm / 21 5/8"" x 28 3/4""; frame: 81 x 99 cm / 31 7/8"" x 39""",work on paper,,,,,
658472,"HUG, Jurgen [Art]",Mandala [2 parts],1991,mixed media,"[1] 110.5 cm / 43 1/2"" dia.; [2] 24.8 cm / 9 3/4"" dia.",mixed media,,,,,
630148,"HUGHES, Stanley Wilbert",Untitled Landscape (Shoreline with Island) [triptych],n.d.,acrylic on canvas,"101.6 x 137.2 cm / 40"" x 54"" each; 101.6 x 411.5 cm / 40"" x 162"" overall",painting,,,,,
619987,"HUNSBERGER, David Peter",Sky  2/30,1977,serigraph,"sight: 45.1 x 59.7 cm / 17 3/4"" x 23 1/2""; image: 43.2 x 57.8 cm / 17"" x 22 3/4""",work on paper,,,,,
646230,"HUOT, Pierre",Tranquilit?n.d.,oil on canvas,"96.5 x 60.9 cm / 38"" x 24""",painting,,,,,,
643436,"HUSSEY, Mike",Alarm,n.d.,wood,"33 x 71.5 x 43.5 cm / 13"" x 28 1/8"" x 17 1/8"" (H x W x D)",sculpture,,,,,
622090,"HUTCHINSON, Leonard",Burlington Bay  9/100,n.d.,wood block print,"sight: 24.1 x 27.3 cm / 9 1/2"" x 10 3/4""; image: 21.6 x 25.4 cm / 8 1/2"" x 10""",work on paper,,,,,
619722,"ILMAR (?),",Old Fort William,n.d.,watercolour on paper,"sight: 53.3 x 49.5 cm / 21"" x 19 1/2""; frame: 72.4 x 67.3 cm / 28 1/2"" x 26 1/2""",work on paper,,,,,
100385,"INGRAM, Erin",Light or Flight?,5-Jun,mixed media,"37 cm x 8.1 cm / 14 1/2"" x 3 1/4"" (at widest point); frame: 62.5 x 33.5 cm / 24 1/2"" x 13 1/4""",mixed media,,,,,
661737,"INGWERSEN, Judith",Moose River Muse,1992,oil on canvas,"sight: 121.5 x 183 cm / 47 7/8"" x 72""; frame: 123.5 x 184.5 cm / 48 5/8"" x 72 5/8""",painting,,,,,
661751,"INGWERSEN, Judith",The Garden Revisited,1992,oil on canvas,"frame: 207 x 277 cm / 81 1/2"" x 109 1/8"" overall (see master for details)",painting,,,,,
661669,"INGWERSEN, Judith",The Gardener's Palette,n.d.,pastel on paper,"sight: 70 x 94 cm / 27 1/2"" x 37""; frame: 93 x 115 cm / 36 5/8"" x 45 1/4""",work on paper,,,,,
661670,"INGWERSEN, Judith",Waiting for the School Bell to Ring,n.d.,watercolour on paper,"sight: 50 x 66 cm / 19 11/16"" x 26""; frame: 74.5 x 90 cm / 29 5/16"" x 35 7/16""",work on paper,,,,,
658557,"IQALUQ, Samwillie",Loon,1991,soapstone,"10.9 x 29.5 x 7 cm / 4 5/16"" x 11 5/8"" x 2 3/4"" overall",sculpture,,,,,
633764,"IRELAND, Denise",Untitled [maquette],1983,acrylic on board,"26 x 59.7 cm / 10 1/4"" x 23 1/2""; frame: 27.5 x 61 cm / 10 7/8"" x 24""",painting,,,,,
633128-01,"IRISH, William (Bill)","Day Lilies (Hermocallis Fulva) [maquette, part 1 of 2]",1983,watercolour on paper,"image: 37.5 x 59.7 cm / 14 3/4"" x 23 1/2""; overall: 61 x 61 cm / 24"" x 24"" ",work on paper,,,,,
633128-02,"IRISH, William (Bill)","Day Lilies (Hermocallis Fulva) [maquette, part 2 of 2]",1983,watercolour on paper,"image: 28 x 45.7 cm / 11"" x 18""; overall: 61 x 61 cm / 24"" x 24""",work on paper,,,,,
694153,"JACK, Richard","Colonel The Hon. Herbert Alexander Bruce, MD, RAMC, LRCP, (London), FRCS (England), LL D [Lieutenant Governor of Ontario, 1932-37]",c. 1938,oil on canvas,"111.8 x 86.4 cm / 44"" x 34""",portrait,,,,,
100158,"JACKO, James",Thunderbird,1991,acrylic on canvas,"40.8 x 40.8 cm / 16 1/8"" x 16 1/8""",painting,,,,,
100159,"JACKO, James",Tree of Life,1991,acrylic on canvas,"40.8 x 40.8 cm / 16 1/8"" x 16 1/8""",painting,,,,,
100160,"JACKO, James",Untitled,1991,acrylic on canvas,"40.8 x 40.8 cm / 16 1/8"" x 16 1/8""",painting,,,,,
618685,"JACKSON, Kenneth William (Ken)",Black Cherry,1976,mixed media,"59.7 x 75.6 cm / 23 1/2"" x 29 3/4""",mixed media,,,,,
622087,"JACOBI, Otto Reinhold","Rugged Chutes, Kaministiquia River",1888,watercolour on paper,"48.3 x 73.7 cm / 19"" x 29""",work on paper,,,,,
630161,"JACOBS, Katja",Parade #3,1980,acrylic on canvas,"206 x 174 cm / 81"" x 68 1/2""",painting,,,,,
100192,JACQUES & HAY,Cheval Mirror (Gothic and Rococo Revival),c. 1865,wood,n/a,furnishings,,,,,
100066,JACQUES & HAY,Mirror (Renaissance Revival),c. 1865,furniture,"159 x 131 cm / 62 9/16"" x 51 9/16"" overall",furnishings,,,,,
100193,JACQUES & HAY,Oval Centre-Table,n.d.,wood,n/a,furnishings,,,,,
100205,"JACQUES & HAY,",Serving Sideboard (Rococo and Renaissance Revival),c. 1865,furniture,"104 x 184 x 48 cm / 41"" x 72 7/16"" x 18 7/8"" (H x W x D)",furnishings,,,,,
100206,"JACQUES & HAY,",Serving Sideboard (Rococo and Renaissance Revival),c. 1865,furniture,"104 x 184 x 48 cm / 41"" x 72 7/16"" x 18 7/8"" (H x W x D)",furnishings,,,,,
100190-01,"JACQUES & HAY,","Side Chair (Renaissance Revival), [1 of 6]",c. 1865,furniture,"95 x 50 x 47 cm / 37 3/8"" x 19 11/16"" x 18 1/2"" (H x W x D)",furnishings,,,,,
100190-02,"JACQUES & HAY,","Side Chair (Renaissance Revival), [2 of 6]",c. 1865,furniture,"95 x 50 x 47 cm / 37 3/8"" x 19 11/16"" x 18 1/2"" (H x W x D)",furnishings,,,,,
100190-03,"JACQUES & HAY,","Side Chair (Renaissance Revival), [3 of 6]",c. 1865,furniture,"95 x 50 x 47 cm / 37 3/8"" x 19 11/16"" x 18 1/2"" (H x W x D)",furnishings,,,,,
100190-04,"JACQUES & HAY,","Side Chair (Renaissance Revival), [4 of 6]",c. 1865,furniture,"95 x 50 x 47 cm / 37 3/8"" x 19 11/16"" x 18 1/2"" (H x W x D)",furnishings,,,,,
100190-05,"JACQUES & HAY,","Side Chair (Renaissance Revival), [5 of 6]",c. 1865,furniture,"95 x 50 x 47 cm / 37 3/8"" x 19 11/16"" x 18 1/2"" (H x W x D)",furnishings,,,,,
100190-06,"JACQUES & HAY,","Side Chair (Renaissance Revival), [6 of 6]",c. 1865,furniture,"95 x 50 x 47 cm / 37 3/8"" x 19 11/16"" x 18 1/2"" (H x W x D)",furnishings,,,,,
100120,"JACQUES & HAY,","Wire-Back Chair (Renaissance Revival), [""Slipper Chair""]",c. 1865,furniture,"85 x 58 x 75 cm / 33 1/2"" x 22 7/8"" x 29 1/2"" (H x W x D)",furnishings,,,,,
100121,"JACQUES & HAY,","Wire-Back Chair (Renaissance Revival), [""Slipper Chair""]",c. 1865,furniture,"85 x 58 x 75 cm / 33 1/2"" x 22 7/8"" x 29 1/2"" (H x W x D)",furnishings,,,,,
101322,"JAMASIE,",Camp at Kangiak,n.d.,print,n/a,work on paper,,,,,
101323,"JAMASIE,",The Fish Weir,n.d.,print,n/a,work on paper,,,,,
100047,"JAMES GRAY, EDINBURGH",Longcase Clock,1780-1800,furniture,n/a,furnishings,,,,,
661755-34,"JAMES, Geoffrey","Commerce Court, 25 King Street West, 1973 (incorporating historic building by York and Sawyer in association with Darling and Pearson, 1931)",n.d.,photograph,"frame: 54 x 44 cm / 21 1/4"" x 17 5/16""",photograph,,,,,
661755-36,"JAMES, Geoffrey","The Eaton Centre, Yonge and Dundas Streets, Zeidler Partnership and Bregman and Hamann",1976,photograph,"frame: 54 x 43.8 cm / 21 1/4"" x 17 1/4""",photograph,,,,,
661755-37,"JAMES, Geoffrey","The Toronto-Dominion Centre, 55 King Street West, Ludwig Mies van der Rohe, Design Consultant; Bregmann and Hamann and John B. Parkin Associates",1967,photograph,"frame: 54 x 43.8 cm / 21 1/4"" x 17 1/4""",photograph,,,,,
661755-38,"JAMES, Geoffrey","Toronto City Hall, 100 Queen Street West, Viljo Revell, John B. Parkin Associates, Associated Architects & Engineers",1965,photograph,"frame: 54 x 43.8 cm / 21 1/4"" x 17 1/4""",photograph,,,,,
661755-35,"JAMES, Geoffrey","View of Downtown Toronto from railway siding, July",1987,photograph,"frame: 54 x 43.8 cm / 21 1/4"" x 17 1/4""",photograph,,,,,
100050,"JARVIS, Kenneth","Hon. Lincoln M. Alexander, PC, CC, KStJ, O Ont, QC, BA, LL B, LL D DSLitt  [Lieutenant Governor of Ontario, 1985-91]",1989,bronze,"bust: 61 x 25 x 30 cm / 24"" x 9 7/8"" x 11 13/16""; base: 20 x 26.7 x 26.7 cm / 7 7/8"" x 10 1/2"" x 10 1/2""",bust,,,,,
610828,"JARVIS, Kenneth","Hon. William Ross Macdonald, PC, CD, QC, LL D [1 of 2 casts] [Lieutenant Governor of Ontario, 1968-74]",n.d.,bronze,"34.9 x 19.7 x 21 cm / 13 3/4"" x 7 3/4"" x 8 1/4""",bust,,,,,
619969,"JARVIS, Kenneth","Hon. William Ross Macdonald, PC, CD, QC, LL D [2 of 2 casts] [Lieutenant Governor of Ontario, 1968-74]",n.d.,bronze,"34.9 x 19.7 x 21 cm / 13 3/4"" x 7 3/4"" x 8 1/4""",bust,,,,,
